31	1066	262
31	1070	182
31	1074	88
31	1078	67
31	1082	58
31	1086	49
32	88	859
32	170	410
32	200	246
32	227	520
32	418	244
32	447	329
32	620	216
32	875	268
32	1092	442
32	1096	288
32	1100	211
32	1104	157
32	1108	118
33	188	1383
33	614	1113
33	977	374
33	1111	2350
33	1115	1385
33	1119	874
33	1123	683
33	1127	545
33	1131	433
33	1135	305
33	1139	226
33	1143	200
34	53	211
34	163	1416
34	220	394
34	229	235
34	418	454
34	599	1387
34	959	384
34	1148	962
34	1152	497
34	1156	306
34	1160	268
34	1164	194
34	1168	180
35	920	1
35	1171	1
35	1175	1
36	45	321
36	333	318
36	481	308
36	500	497
36	768	1417
36	816	1420
36	1046	947
36	1180	900
36	1184	688
36	1188	519
36	1192	379
36	1196	313
36	1200	253
37	233	434
37	599	308
37	1098	276
37	1203	474
37	1207	312
37	1211	288
37	1215	281
37	1219	262
37	1223	258
37	1227	247
37	1231	223
37	1235	215
38	56	74
38	176	25
38	203	180
38	288	7
38	333	74
38	421	100
38	498	1764
38	614	12
38	701	55
38	1090	64
38	1241	65
38	1245	19
38	1249	7
39	81	52
39	954	91
39	1253	109
39	1257	90
39	1261	74
39	1265	67
39	1269	63
39	1273	59
39	1277	57
39	1281	55
39	1285	53
39	1289	52
40	34	1585
40	1292	1351
40	1296	927
40	1300	591
40	1304	454
40	1308	328
40	1312	286
40	1316	256
40	1320	233
40	1324	215
40	1328	199
40	1332	184
40	1336	167
41	918	2266
41	947	806
41	1261	1055
41	1340	1460
41	1344	847
41	1348	760
41	1352	546
41	1356	452
41	1360	400
41	1364	349
41	1368	302
41	1372	292
42	89	122
42	184	558
42	221	707
42	288	251
42	319	132
42	472	164
42	689	271
42	1052	146
42	1377	484
42	1381	288
42	1385	174
42	1389	142
42	1393	118
43	64	6390
43	81	207
43	154	1561
43	229	231
43	306	234
43	377	1028
43	748	3115
43	1098	211
43	1396	452
43	1400	250
43	1404	180
43	1408	128
44	25	145
44	190	312
44	234	156
44	609	186
44	706	629
44	735	463
44	918	177
44	1119	397
44	1411	793
44	1415	266
44	1419	196
44	1423	123
44	1427	107
45	289	548
45	295	174
45	310	189
45	333	154
45	543	418
45	787	180
45	802	11126
45	1431	351
45	1435	258
45	1439	205
45	1443	129
45	1447	112
46	288	31427
46	292	1052
46	301	668
46	320	320
46	330	240
46	352	254
46	466	4521
46	542	417
46	686	746
46	1032	560
46	1428	1073
46	1453	456
46	1457	216
47	288	1194
47	293	451
47	300	545
47	317	243
47	344	998
47	464	231
47	475	276
47	540	440
47	701	422
47	908	1157
47	1456	218
47	1461	392
48	67	17476
48	180	586
48	246	19
48	288	13
48	300	38
48	511	483
48	701	14
48	951	92
48	1464	4085
48	1468	78
48	1472	35
48	1476	20
48	1480	6
49	223	80
49	306	108
49	314	144
49	701	240
49	1390	76
49	1482	415
49	1486	226
49	1490	165
49	1494	114
49	1498	96
49	1502	82
49	1506	78
50	59	300
50	171	419
50	221	210
50	230	262
50	429	240
50	703	298
50	733	204
50	969	960
50	1106	277
50	1412	228
50	1512	424
50	1516	301
50	1520	207
51	198	708
51	707	1231
51	917	1409
51	947	1180
51	1104	1010
51	1261	328
51	1344	221
51	1364	292
51	1522	482
51	1526	353
51	1530	212
51	1534	164
52	355	94
52	500	102
52	825	84
52	1196	83
52	1538	384
52	1542	279
52	1546	191
52	1550	164
52	1554	135
52	1558	121
52	1562	103
52	1566	90
52	1570	79
53	187	24
53	293	207
53	306	147
53	331	33
53	386	56
53	483	137
53	531	64
53	701	128
53	1574	148
53	1578	64
53	1582	38
53	1586	28
54	67	57
54	289	16391
54	298	73
54	320	58
54	360	41
54	525	139
54	793	329
54	911	46
54	1392	44
54	1592	109
54	1596	62
54	1600	46
54	1604	37
55	220	374
55	278	481
55	569	559
55	1607	829
55	1611	728
55	1615	624
55	1619	533
55	1623	390
55	1627	354
55	1631	328
55	1635	305
55	1639	285
56	159	497
56	228	1072
56	438	550
56	720	1702
56	1116	1350
56	1545	498
56	1645	1491
56	1649	719
56	1653	636
56	1657	496
56	1661	452
56	1665	349
56	1669	338
57	288	179
57	300	279
57	378	325
57	470	3000
57	486	368
57	779	10000
57	1043	777
57	1188	323
57	1429	47
57	1671	1488
57	1675	298
57	1679	32
58	89	1770
58	292	1000
58	318	7
58	344	416
58	523	124
58	797	3
58	908	158
58	1458	47
58	1683	377
58	1687	28
58	1691	6
58	1695	4
58	1699	3
59	56	832
59	227	1472
59	377	1779
59	504	600
59	603	447
59	1098	638
59	1131	5156
59	1359	486
59	1702	1592
59	1706	816
59	1710	637
59	1714	591
60	113	40
60	416	113
60	1106	75
60	1718	183
60	1722	84
60	1726	72
60	1730	58
60	1734	52
60	1738	49
60	1742	47
60	1746	44
60	1750	42
60	1754	39
61	212	181
61	270	625
61	618	212
61	1109	1103
61	1421	260
61	1757	600
61	1761	285
61	1765	239
61	1769	208
61	1773	188
61	1777	181
61	1781	170
62	54	125
62	72	6918
62	173	443
62	190	400
62	227	66
62	378	170
62	1072	281
62	1384	139
62	1786	146
62	1790	101
62	1794	89
62	1798	71
62	1802	58
63	183	73
63	212	127
63	562	141
63	707	136
63	856	70
63	918	1101
63	959	83
63	1358	60
63	1803	173
63	1807	97
63	1811	76
63	1815	57
64	80	326
64	271	216
64	987	615
64	1427	402
64	1819	398
64	1823	270
64	1827	245
64	1831	225
64	1835	186
64	1839	174
64	1843	156
64	1847	145
64	1851	138
65	371	2718
65	472	255
65	497	453
65	808	136
65	1145	110
65	1678	112
65	1855	463
65	1859	210
65	1863	137
65	1867	113
65	1871	79
65	1875	73
66	59	367
66	85	888
66	874	427
66	997	688
66	1013	626
66	1073	381
66	1878	2190
66	1882	792
66	1886	572
66	1890	438
66	1894	347
66	1898	320
66	1902	255
68	239	63
68	288	603
68	294	379
68	301	81
68	314	61
68	327	85
68	332	41
68	466	84
68	531	69
68	1032	321
68	1936	185
68	1940	89
69	154	746
69	271	317
69	441	231
69	616	181
69	1627	849
69	1945	534
69	1949	404
69	1953	319
69	1957	294
69	1961	265
69	1965	228
69	1969	215
69	1973	176
70	207	419
70	245	321
70	497	252
70	614	194
70	854	191
70	1090	783
70	1406	896
70	1873	324
70	1977	739
70	1981	463
70	1985	255
70	1989	199
71	707	285
71	920	1561
71	936	569
71	1104	111
71	1249	274
71	1350	138
71	1993	451
71	1997	254
71	2001	202
71	2005	120
71	2009	99
71	2013	86
71	2017	77
72	71	23
72	257	6
72	290	23
72	294	23
72	299	2
72	306	1
72	329	32
72	465	26
72	525	11
72	913	1
72	2019	17
72	2023	1
73	30	782
73	82	403
73	229	163
73	620	298
73	986	568
73	1001	2017
73	1502	198
73	1791	312
73	2027	625
73	2031	374
73	2035	319
73	2039	241
73	2043	169
74	321	548
74	646	929
74	1114	177
74	2045	3961
74	2049	923
74	2053	453
74	2057	251
74	2061	204
74	2065	175
74	2069	162
74	2073	145
74	2077	127
75	67	302
75	209	126
75	292	1553
75	300	712
75	333	955
75	378	196
75	475	91
75	538	210
75	679	2165
75	1032	196
75	1452	65
75	2081	188
75	2085	62
76	375	1006
76	397	3563
76	1915	782
76	2086	4464
76	2090	2099
76	2094	1377
76	2098	998
76	2102	854
76	2106	754
76	2110	713
76	2114	668
76	2118	614
77	155	163
77	210	104
77	424	1221
77	547	136
77	959	264
77	1239	238
77	1515	494
77	2122	470
77	2126	206
77	2130	171
77	2134	154
77	2138	78
77	2142	65
78	181	163
78	757	255
78	818	224
78	1222	154
78	2144	361
78	2148	304
78	2152	233
78	2156	180
78	2160	136
78	2164	123
78	2168	101
78	2172	85
79	157	30226
79	251	48
79	289	201
79	295	182
79	313	355
79	378	28
79	498	33
79	786	24
79	908	86
79	1475	41
79	2176	88
79	2180	38
79	2184	14
80	813	281
80	823	1353
80	849	138
80	1542	3
80	2186	676
80	2190	170
80	2194	45
80	2198	13
80	2202	8
80	2206	5
80	2210	4
80	2214	3
81	278	147
81	2218	522
81	2222	338
81	2226	301
81	2230	266
81	2234	207
81	2238	189
81	2242	179
81	2246	154
81	2250	142
81	2254	128
81	2258	121
81	2262	110
82	426	162
82	604	134
82	1139	125
82	2263	2020
82	2267	521
82	2271	297
82	2275	246
82	2279	212
82	2283	161
82	2287	135
82	2291	125
82	2295	104
83	163	1881
83	959	910
83	2300	1480
83	2304	1289
83	2308	1181
83	2312	969
83	2316	862
83	2320	817
83	2324	597
83	2328	545
83	2332	526
83	2336	497
83	2340	467
84	198	217
84	706	507
84	732	360
84	918	152
84	966	90
84	1244	1359
84	1338	1097
84	1369	1648
84	1803	210
84	2343	675
84	2347	215
84	2351	76
85	152	87
85	233	121
85	517	128
85	851	119
85	923	99
85	1240	89
85	1787	175
85	2357	292
85	2361	160
85	2365	128
85	2369	113
85	2373	111
85	2377	92
86	377	460
86	514	1275
86	707	672
86	809	1295
86	814	1459
86	826	297
86	842	402
86	1541	945
86	1861	599
86	2379	533
86	2383	317
86	2387	241
87	161	26
87	288	20
87	295	127
87	305	19
87	329	90
87	456	25
87	466	33
87	535	62
87	792	46
87	1449	22
87	2023	21
87	2393	35
87	2397	20
88	199	7
88	223	5
88	622	28
88	863	4
88	1947	94
88	2399	61
88	2403	29
88	2407	23
88	2411	12
88	2415	8
88	2419	5
88	2423	5
89	190	573
89	289	421
89	318	229
89	377	384
89	464	745
89	525	537
89	701	4363
89	1035	249
89	1186	883
89	1672	854
89	2427	738
89	2431	393
89	2435	232
90	230	93
90	511	100
90	987	119
90	1427	91
90	2439	281
90	2443	231
90	2447	163
90	2451	132
90	2455	120
90	2459	99
90	2463	96
90	2467	90
91	441	1063
91	859	676
91	1167	519
91	1504	1411
91	1890	3430
91	2042	632
91	2472	1691
91	2476	1134
91	2480	879
91	2484	801
91	2488	614
91	2492	489
91	2496	425
92	289	8
92	300	5
92	310	9
92	466	13
92	907	9
92	1686	10
92	2101	14
92	2500	19
92	2504	9
92	2508	7
92	2512	6
92	2516	5
94	72	135
94	159	174
94	217	187
94	418	111
94	433	223
94	599	120
94	859	159
94	1107	80
94	1958	73
94	2530	175
94	2534	95
94	2538	81
94	2542	60
95	157	24
95	291	89
95	299	22
95	310	35
95	329	282
95	461	208
95	525	57
95	679	1775
95	701	418
95	1037	189
95	2544	168
95	2548	52
96	67	71
96	99	12
96	215	21
96	295	26
96	349	31
96	966	28
96	1464	40
96	2551	44
96	2555	25
96	2559	16
96	2563	14
96	2567	11
96	2571	10
97	207	408
97	418	193
97	632	188
97	816	842
97	1163	188
97	2150	1551
97	2572	2697
97	2576	1583
97	2580	848
97	2584	453
97	2588	239
97	2592	179
98	55	99
98	89	223
98	227	284
98	292	281
98	300	273
98	324	54
98	378	60
98	525	125
98	733	34
98	868	36
98	1249	51
98	2595	130
98	2599	32
99	72	5915
99	157	130
99	204	50
99	234	157
99	419	107
99	533	42
99	959	90
99	1104	40
99	1397	48
99	2014	47
99	2582	73
99	2603	66
100	154	90
100	171	279
100	221	96
100	278	72
100	511	163
100	715	130
100	863	98
100	1384	97
100	1958	137
100	2533	73
100	2608	230
100	2612	70
100	2616	66
101	220	230
101	234	737
101	470	272
101	500	1235
101	687	87
101	816	1496
101	1045	602
101	1186	248
101	1513	240
101	1853	4359
101	2617	1470
101	2621	86
102	192	816
102	202	1708
102	230	588
102	580	415
102	733	302
102	1518	364
102	1889	813
102	2444	1294
102	2627	1086
102	2631	538
102	2635	374
102	2639	319
102	2643	286
103	72	1733
103	159	46
103	198	27
103	238	20
103	425	41
103	715	43
103	969	28
103	1109	22
103	1130	151
103	1886	35
103	2645	36
103	2649	22
104	188	3506
104	234	2299
104	383	2137
104	500	1965
104	693	3520
104	1038	2642
104	1045	7325
104	1249	10102
104	1933	7127
104	2654	5539
104	2658	3939
104	2662	3132
104	2666	1754
105	748	285
105	772	171
105	1745	180
105	2158	78
105	2496	90
105	2670	260
105	2674	169
105	2678	115
105	2682	102
105	2686	92
105	2690	88
105	2694	81
106	460	655
106	1191	1027
106	2680	554
106	2697	2341
106	2701	1742
106	2705	1339
106	2709	1030
106	2713	949
106	2717	798
106	2721	708
106	2725	624
106	2729	558
106	2733	483
107	220	4108
107	517	3398
107	726	2064
107	918	2946
107	1044	6251
107	1348	2512
107	1406	10731
107	2038	8914
107	2734	13265
107	2738	3373
107	2742	2661
107	2746	2060
108	15	278
108	188	785
108	1214	393
108	1259	358
108	1521	455
108	2751	800
108	2755	544
108	2759	484
108	2763	416
108	2767	390
108	2771	348
108	2775	314
108	2779	253
109	180	238
109	424	156
109	868	1461
109	1079	95
109	1803	1177
109	1810	104
109	2350	189
109	2595	366
109	2783	308
109	2787	213
109	2791	134
109	2795	111
110	89	2770
110	289	12705
110	295	1084
110	325	2279
110	369	591
110	400	4017
110	679	744
110	2089	2668
110	2097	888
110	2117	696
110	2801	1006
110	2805	745
110	2809	559
111	207	719
111	407	354
111	603	355
111	969	988
111	1131	538
111	2288	350
111	2810	947
111	2814	554
111	2818	372
111	2822	316
111	2826	259
111	2830	226
113	176	2372
113	234	1908
113	510	2469
113	710	4807
113	928	6680
113	946	1082
113	1113	1369
113	1349	1493
113	2834	6708
113	2838	3036
113	2842	1646
113	2846	1158
113	2850	756
114	99	29
114	203	40
114	533	30
114	706	1047
114	735	46
114	951	72
114	1360	97
114	1426	265
114	1810	203
114	2346	201
114	2854	44
114	2858	27
115	96	1
115	992	1
115	2855	1
115	2865	3
115	2869	2
115	2873	2
115	2877	2
115	2881	2
115	2885	2
115	2889	2
115	2893	1
115	2897	1
115	2901	1
116	249	268
116	527	333
116	1622	145
116	1952	275
116	2252	390
116	2905	921
116	2909	480
116	2913	407
116	2917	295
116	2921	253
116	2925	184
116	2929	161
117	51	1244
117	67	540
117	99	192
117	180	385
117	227	243
117	377	223
117	730	226
117	998	542
117	1004	488
117	1026	203
117	2031	357
117	2934	365
117	2938	267
118	481	196
118	503	591
118	536	530
118	830	496
118	1350	199
118	1859	335
118	2062	316
118	2942	653
118	2946	380
118	2950	346
118	2954	265
118	2958	229
119	152	452
119	517	139
119	813	224
119	835	140
119	918	398
119	936	621
119	1112	140
119	1743	171
119	2370	138
119	2963	743
119	2967	260
119	2971	188
119	2975	123
120	191	134
120	290	297
120	294	35
120	327	144
120	342	59
120	378	14
120	486	23
120	687	43
120	915	30
120	1380	22
120	1556	320
120	2979	24
121	89	1040
121	288	381
121	295	530
121	306	38
121	342	32
121	458	3170
121	542	49
121	701	260
121	1042	82
121	1458	65
121	2352	26
121	2985	66
121	2989	28
122	588	19
122	625	13
122	1232	22
122	2288	17
122	2993	23
122	2997	20
122	3001	18
122	3005	16
122	3009	15
122	3013	14
122	3017	14
122	3021	13
123	56	1266
123	225	301
123	604	3642
123	779	452
123	1099	1160
123	1409	574
123	2572	1198
123	2610	3731
123	3027	1339
123	3031	713
123	3035	419
123	3039	355
123	3043	322
124	65	191
124	154	259
124	187	424
124	229	373
124	486	189
124	538	85
124	1044	89
124	1104	166
124	1796	101
124	3045	885
124	3049	134
124	3053	110
125	56	132
125	89	74
125	292	83
125	430	115
125	701	128
125	733	2230
125	1239	152
125	1414	150
125	2786	115
125	3060	395
125	3064	161
125	3068	93
125	3072	75
126	89	1366
126	229	795
126	292	672
126	316	163
126	333	193
126	466	114
126	537	94
126	680	229
126	982	103
126	1400	104
126	3074	837
126	3078	204
127	7	419
127	371	445
127	533	952
127	918	812
127	965	690
127	1672	2566
127	2062	774
127	2372	638
127	2794	512
127	3084	689
127	3088	460
127	3092	403
127	3096	381
128	72	1491
128	172	606
128	211	1223
128	622	1517
128	1416	467
128	2554	1735
128	3099	2445
128	3103	1453
128	3107	1205
128	3111	836
128	3115	638
128	3119	443
129	55	157
129	257	484
129	292	267
129	296	608
129	304	122
129	344	704
129	389	480
129	466	490
129	548	242
129	704	225
129	972	237
129	1580	101
129	3125	81
130	71	445
130	241	64
130	285	197
130	292	402
130	298	218
130	326	88
130	362	855
130	465	273
130	535	141
130	961	78
130	1450	133
130	2548	145
131	154	179
131	757	108
131	3003	131
131	3133	301
131	3137	213
131	3141	152
131	3145	140
131	3149	108
131	3153	106
131	3157	93
131	3161	90
131	3165	85
131	3169	76
132	182	1940
132	289	495
132	300	1027
132	310	10085
132	325	449
132	352	97
132	498	221
132	532	81
132	545	60
132	790	4162
132	1455	64
132	2176	290
133	67	839
133	288	442
133	292	1213
133	306	88
133	332	75
133	461	323
133	498	321
133	543	193
133	681	178
133	802	311
133	1043	89
133	2548	156
133	3174	105
134	89	81
134	292	355
134	317	156
134	344	25
134	466	257
134	544	74
134	915	53
134	1034	208
134	1596	41
134	2094	501
134	2990	60
134	3179	61
135	2	1021
135	67	1040
135	173	544
135	296	559
135	466	1281
135	686	493
135	930	526
135	1066	1128
135	1714	540
135	3185	1186
135	3189	660
135	3193	555
135	3197	514
136	89	218
136	290	150
136	294	551
136	302	351
136	310	330
136	325	258
136	333	278
136	355	201
136	459	155
136	538	618
136	907	124
136	2022	113
137	55	1108
137	65	536
137	88	442
137	246	2213
137	298	665
137	418	320
137	714	295
137	1098	5708
137	1398	784
137	1768	348
137	1990	653
137	3201	860
137	3205	324
139	228	142
139	378	233
139	487	116
139	500	1136
139	704	150
139	923	816
139	978	769
139	1186	255
139	1870	193
139	3236	1535
139	3240	369
139	3244	176
140	65	622
140	190	2044
140	203	517
140	217	906
140	416	1502
140	445	677
140	622	716
140	1418	449
140	2538	453
140	3250	1272
140	3254	719
140	3258	523
140	3262	415
141	72	40
141	163	36
141	298	89
141	715	291
141	874	39
141	959	79
141	1122	47
141	1413	95
141	2444	136
141	3264	544
141	3268	57
141	3272	43
142	7	53
142	67	120
142	441	69
142	868	59
142	1203	173
142	2289	59
142	3201	108
142	3279	237
142	3283	146
142	3287	104
142	3291	68
142	3295	57
142	3299	52
143	161	2140
143	258	1071
143	389	1336
143	641	3681
143	975	1311
143	1150	2255
143	1427	2160
143	2065	1182
143	2444	1500
143	3301	4202
143	3305	1634
143	3309	977
144	55	82
144	161	39
144	289	1508
144	299	55
144	306	62
144	322	24
144	333	26
144	466	234
144	644	60
144	913	71
144	1825	101
144	3313	49
144	3317	25
145	191	625
145	290	335
145	294	534
145	304	1300
145	316	511
145	344	411
145	466	490
145	689	666
145	1047	347
145	1602	767
145	2852	1564
145	3319	791
146	67	476
146	288	23830
146	292	221
146	300	5410
146	311	187
146	325	312
146	349	1437
146	484	269
146	545	235
146	1450	231
146	2092	4480
146	2803	551
146	3325	395
147	155	3649
147	288	971
147	293	2126
147	305	2107
147	318	1254
147	329	174
147	498	328
147	538	172
147	701	706
147	1052	1335
147	2523	702
147	3330	801
148	63	175
148	436	336
148	632	195
148	1409	282
148	2818	182
148	3337	381
148	3341	280
148	3345	255
148	3349	223
148	3353	210
148	3357	192
148	3361	174
148	3365	164
149	159	606
149	291	183
149	342	339
149	486	491
149	498	6610
149	572	622
149	966	196
149	1044	628
149	1400	189
149	2352	307
149	3367	1559
149	3371	260
150	89	187
150	190	58
150	265	190
150	291	60
150	301	60
150	321	55
150	333	49
150	378	52
150	528	79
150	986	50
150	1459	77
150	2439	79
150	3376	40
151	184	135
151	328	196
151	417	121
151	542	80
151	1681	343
151	2545	184
151	2988	279
151	3377	174
151	3381	132
151	3385	84
151	3389	65
151	3393	54
152	89	321
152	234	173
152	300	229
152	333	354
152	420	208
152	466	889
152	533	228
152	735	133
152	1048	452
152	1513	681
152	2788	203
152	3399	200
152	3403	138
153	159	479
153	189	1016
153	225	138
153	423	149
153	1094	283
153	1376	217
153	2374	196
153	3405	609
153	3409	227
153	3413	183
153	3417	148
153	3421	111
154	15	13
154	209	12
154	378	89
154	500	33
154	706	31
154	830	243
154	952	18
154	1104	25
154	1339	16
154	1917	15
154	2940	36
154	3239	13
154	3428	13
155	441	642
155	864	859
155	1083	2496
155	1244	678
155	1878	1247
155	3354	647
155	3433	2635
155	3437	1384
155	3441	1048
155	3445	864
155	3449	734
155	3453	628
156	65	104
156	157	31
156	171	7
156	212	12
156	295	8
156	436	121
156	538	6
156	1048	61
156	1687	17
156	3057	26
156	3460	10
156	3464	8
156	3468	7
157	228	445
157	630	84
157	868	161
157	947	66
157	1360	64
157	1412	469
157	1807	67
157	2343	125
157	2787	258
157	3471	139
157	3475	73
157	3479	64
158	71	615
158	305	243
158	342	170
158	465	117
158	544	118
158	686	212
158	1082	333
158	1684	188
158	3321	220
158	3486	836
158	3490	317
158	3494	203
158	3498	128
159	67	4115
159	155	1226
159	220	559
159	257	1416
159	292	1176
159	301	1935
159	332	496
159	504	1159
159	701	621
159	1377	723
159	1505	3529
159	3500	1596
161	41	1048
161	487	34180
161	812	2031
161	1044	1113
161	2062	1077
161	3087	1208
161	3542	4657
161	3546	2294
161	3550	1296
161	3554	1164
161	3558	1073
161	3562	1031
161	3566	1021
162	89	486
162	293	538
162	304	208
162	455	4664
162	469	545
162	544	537
162	1109	255
162	2021	236
162	2801	176
162	3569	557
162	3573	287
162	3577	228
163	344	368
163	1447	378
163	2442	432
163	2453	328
163	2457	313
163	3582	876
163	3586	528
163	3590	373
163	3594	342
163	3598	312
163	3602	270
163	3606	232
163	3610	209
164	157	1357
164	198	1517
164	226	2254
164	615	1018
164	920	5058
164	1122	1925
164	1378	4354
164	1976	973
164	2775	1187
164	3612	5719
164	3616	1954
164	3620	1482
166	88	74
166	192	278
166	205	669
166	229	125
166	366	76
166	533	161
166	859	79
166	1957	90
166	2595	82
166	3665	249
166	3669	149
166	3673	89
166	3677	73
168	154	234
168	703	353
168	1109	271
168	1627	265
168	1953	318
168	1965	281
168	2398	280
168	2605	376
168	3688	510
168	3692	439
168	3696	325
168	3700	232
170	154	909
170	512	1325
170	758	1541
170	842	1407
170	917	1365
170	1044	643
170	1281	941
170	1812	849
170	2369	573
170	2971	687
170	3720	1193
170	3724	788
170	3728	582
171	154	1594
171	220	46
171	250	49
171	419	172
171	498	117
171	757	137
171	1195	119
171	1518	133
171	1934	124
171	2521	86
171	2608	159
171	3730	156
172	7	249
172	167	188
172	207	216
172	296	442
172	441	762
172	716	221
172	969	238
172	1099	778
172	1400	696
172	1804	273
172	2614	180
172	3734	493
172	3738	194
173	163	248
173	210	295
173	412	179
173	428	214
173	441	694
173	705	310
173	857	426
173	1185	271
173	1755	211
173	2608	578
173	3740	863
173	3744	218
174	65	1098
174	206	146
174	329	95
174	683	3352
174	945	68
174	1375	497
174	1643	868
174	2436	98
174	2834	180
174	3466	119
174	3750	335
174	3754	107
174	3758	83
175	289	2160
175	364	1333
175	544	763
175	1459	4494
175	2051	2099
175	2442	3255
175	2453	7709
175	2467	1360
175	3585	1236
175	3593	575
175	3606	1127
175	3763	782
176	40	543
176	154	396
176	225	4364
176	424	205
176	441	239
176	965	357
176	1219	315
176	1803	164
176	2584	718
176	3030	370
176	3411	662
176	3767	814
176	3771	223
177	163	2022
177	227	4781
177	429	767
177	607	633
177	854	539
177	943	422
177	1113	654
177	1411	652
177	1427	1128
177	2343	367
177	3421	861
177	3776	705
178	188	1110
178	812	340
178	837	613
178	1110	1131
178	1417	297
178	1533	264
178	1994	630
178	2842	350
178	3354	453
178	3780	1132
178	3784	362
178	3788	322
178	3792	282
179	72	171
179	173	1020
179	288	162
179	293	261
179	357	94
179	420	221
179	475	458
179	499	97
179	544	339
179	1231	71
179	2102	66
179	3794	492
180	56	29
180	233	21
180	821	19
180	1260	19
180	2654	41
180	3722	22
180	3801	50
180	3805	38
180	3809	28
